"date","hour","tmean"
"20210809","13","  22.9"
"20210809","14","  22.7"
"20210809","15","  23.4"
"20210809","16","  23.7"
"20210809","17","  23.0"
"20210809","18","  21.9"
"20210809","19","  21.2"
"20210809","20","  19.8"
"20210809","21","  18.8"
"20210809","22","  17.5"
"20210809","23","  16.6"
"20210810","00","  15.8"
"20210810","01","  13.8"
"20210810","02","  13.0"
"20210810","03","  12.8"
"20210810","04","  12.2"
"20210810","05","  12.8"
"20210810","06","  14.8"
"20210810","07","  17.4"
"20210810","08","  19.7"
"20210810","09","  21.4"
"20210810","10","  22.8"
"20210810","11","  24.3"
"20210810","12","  25.2"
"20210810","13","  26.4"
"20210810","14","  26.1"
"20210810","15","  27.0"
"20210810","16","  26.9"
"20210810","17","  26.4"
"20210810","18","  23.3"
"20210810","19","  21.6"
"20210810","20","  19.7"
"20210810","21","  18.5"
"20210810","22","  19.1"
"20210810","23","  15.8"
"20210811","00","  16.2"
"20210811","01","  14.8"
"20210811","02","  14.6"
"20210811","03","  14.7"
"20210811","04","  14.3"
"20210811","05","  14.8"
"20210811","06","  16.9"
"20210811","07","  19.8"
"20210811","08","  22.2"
"20210811","09","  23.5"
"20210811","10","  24.4"
"20210811","11","  25.8"
"20210811","12","  27.2"
"20210811","13","  27.8"
"20210811","14","  28.8"
"20210811","15","  28.4"
"20210811","16","  28.2"
"20210811","17","  27.6"
"20210811","18","  26.0"
"20210811","19","  23.2"
"20210811","20","  20.2"
"20210811","21","  19.6"
"20210811","22","  18.4"
"20210811","23","  17.9"
"20210812","00","  16.7"
"20210812","01","  16.7"
"20210812","02","  15.8"
"20210812","03","  15.2"
"20210812","04","  15.4"
"20210812","05","  15.2"
"20210812","06","  18.2"
"20210812","07","  19.9"
"20210812","08","  22.1"
"20210812","09","  23.9"
"20210812","10","  25.5"
"20210812","11","  26.6"
"20210812","12","  27.3"
"20210812","13","  28.3"
"20210812","14","  29.2"
"20210812","15","  29.7"
"20210812","16","  30.2"
"20210812","17","  29.0"
"20210812","18","  27.9"
"20210812","19","  24.2"
"20210812","20","  23.5"
"20210812","21","  21.1"
"20210812","22","  23.3"
"20210812","23","  22.8"
"20210813","00","  20.5"
"20210813","01","  19.3"
"20210813","02","  18.5"
"20210813","03","  21.1"
"20210813","04","  23.6"
"20210813","05","  23.4"
"20210813","06","  25.1"
"20210813","07","  24.8"
"20210813","08","  25.7"
"20210813","09","  25.9"
"20210813","10","  27.8"
"20210813","11","  28.4"
"20210813","12","  29.6"
"20210813","13","  29.2"
"20210813","14","  29.8"
"20210813","15","  29.8"
"20210813","16","  29.3"
"20210813","17","  29.3"
"20210813","18","  27.8"
"20210813","19","  25.6"
"20210813","20","  23.4"
"20210813","21","  21.6"
"20210813","22","  20.6"
"20210813","23","  19.8"
"20210814","00","  19.8"
"20210814","01","  19.2"
"20210814","02","  18.3"
"20210814","03","  17.9"
"20210814","04","  17.8"
"20210814","05","  16.9"
"20210814","06","  19.8"
"20210814","07","  21.9"
"20210814","08","  23.8"
"20210814","09","  25.6"
"20210814","10","  26.7"
"20210814","11","  27.9"
"20210814","12","  28.5"
"20210814","13","  29.8"
"20210814","14","  30.4"
"20210814","15","  30.8"
"20210814","16","  30.5"
"20210814","17","  29.7"
"20210814","18","  27.9"
"20210814","19","  27.0"
"20210814","20","  23.3"
"20210814","21","  22.2"
"20210814","22","  21.4"
"20210814","23","  20.8"
"20210815","00","  19.9"
"20210815","01","  19.6"
"20210815","02","  19.2"
"20210815","03","  18.6"
"20210815","04","  18.0"
"20210815","05","  18.6"
"20210815","06","  20.0"
"20210815","07","  21.3"
"20210815","08","  22.7"
"20210815","09","  24.7"
"20210815","10","  26.2"
"20210815","11","  26.6"
"20210815","12","  27.6"
"20210815","13","  29.4"
"20210815","14","  28.7"
"20210815","15","  28.4"
"20210815","16","  28.7"
"20210815","17","  26.3"
"20210815","18","  25.1"
"20210815","19","  21.9"
"20210815","20","  21.4"
"20210815","21","  20.6"
"20210815","22","  20.3"
"20210815","23","  20.6"
"20210816","00","  20.4"
"20210816","01","  20.2"
"20210816","02","  20.0"
"20210816","03","  22.4"
"20210816","04","  21.9"
"20210816","05","  21.7"
"20210816","06","  21.2"
"20210816","07","  21.3"
"20210816","08","  21.6"
"20210816","09","  20.3"
"20210816","10","  20.3"
"20210816","11","  20.2"
"20210816","12","  21.7"
"20210816","13","  22.2"
"20210816","14","  20.7"
"20210816","15","  20.9"
"20210816","16","  20.1"
"20210816","17","  19.5"
"20210816","18","  19.4"
"20210816","19","  19.0"
"20210816","20","  16.2"
"20210816","21","  14.8"
"20210816","22","  15.3"
"20210816","23","  15.2"
"20210817","00","  15.3"
"20210817","01","  13.8"
"20210817","02","  13.2"
"20210817","03","  13.2"
"20210817","04","  13.1"
"20210817","05","  12.8"
"20210817","06","  13.0"
"20210817","07","  14.6"
"20210817","08","  16.0"
"20210817","09","  17.0"
"20210817","10","  18.4"
"20210817","11","  18.9"
"20210817","12","  19.7"
"20210817","13","  19.6"
"20210817","14","  20.5"
"20210817","15","  19.3"
"20210817","16","  19.1"
"20210817","17","  19.0"
"20210817","18","  18.9"
"20210817","19","  17.2"
"20210817","20","  16.1"
"20210817","21","  16.2"
"20210817","22","  15.9"
"20210817","23","  16.1"
"20210818","00","  16.4"
"20210818","01","  16.7"
"20210818","02","  16.3"
"20210818","03","  16.2"
"20210818","04","  16.0"
"20210818","05","  15.9"
"20210818","06","  15.8"
"20210818","07","  15.9"
"20210818","08","  16.6"
"20210818","09","  17.3"
"20210818","10","  18.7"
"20210818","11","  19.1"
"20210818","12","  20.7"
"20210818","13","  20.8"
"20210818","14","  20.6"
"20210818","15","  20.7"
"20210818","16","  20.5"
"20210818","17","  19.3"
"20210818","18","  19.6"
"20210818","19","  19.3"
"20210818","20","  18.9"
"20210818","21","  18.0"
"20210818","22","  18.1"
"20210818","23","  17.6"
"20210819","00","  17.0"
"20210819","01","  17.1"
"20210819","02","  16.9"
"20210819","03","  16.8"
"20210819","04","  17.0"
"20210819","05","  16.8"
"20210819","06","  16.4"
"20210819","07","  17.3"
"20210819","08","  18.3"
"20210819","09","  19.0"
"20210819","10","  20.0"
"20210819","11","  20.3"
"20210819","12","  20.4"
"20210819","13","  21.1"
"20210819","14","  21.8"
"20210819","15","  21.8"
"20210819","16","  21.5"
"20210819","17","  21.4"
"20210819","18","  21.2"
"20210819","19","  17.9"
"20210819","20","  18.0"
"20210819","21","  17.8"
"20210819","22","  17.2"
"20210819","23","  17.1"
"20210820","00","  16.7"
"20210820","01","  16.6"
"20210820","02","  16.0"
"20210820","03","  15.6"
"20210820","04","  15.3"
"20210820","05","  15.2"
"20210820","06","  16.0"
"20210820","07","  17.8"
"20210820","08","  18.8"
"20210820","09","  20.3"
"20210820","10","  22.1"
"20210820","11","  22.8"
"20210820","12","  23.5"
"20210820","13","  24.3"
"20210820","14","  24.3"
"20210820","15","  25.0"
"20210820","16","  24.4"
"20210820","17","  24.1"
"20210820","18","  22.8"
"20210820","19","  19.4"
"20210820","20","  17.5"
"20210820","21","  15.5"
"20210820","22","  15.3"
"20210820","23","  14.5"
"20210821","00","  14.4"
"20210821","01","  14.3"
"20210821","02","  13.3"
"20210821","03","  13.2"
"20210821","04","  13.0"
"20210821","05","  12.7"
"20210821","06","  14.6"
"20210821","07","  18.3"
"20210821","08","  20.3"
"20210821","09","  21.6"
"20210821","10","  23.4"
"20210821","11","  25.1"
"20210821","12","  26.7"
"20210821","13","  27.5"
"20210821","14","  28.2"
"20210821","15","  28.8"
"20210821","16","  28.5"
"20210821","17","  27.8"
"20210821","18","  26.2"
"20210821","19","  25.1"
"20210821","20","  23.2"
"20210821","21","  22.1"
"20210821","22","  19.9"
"20210821","23","  21.4"
"20210822","00","  19.3"
"20210822","01","  19.4"
"20210822","02","  19.2"
"20210822","03","  18.1"
"20210822","04","  18.3"
"20210822","05","  19.0"
"20210822","06","  20.1"
"20210822","07","  20.4"
"20210822","08","  20.4"
"20210822","09","  20.4"
"20210822","10","  20.8"
"20210822","11","  21.2"
"20210822","12","  21.2"
"20210822","13","  21.3"
"20210822","14","  21.3"
"20210822","15","  19.6"
"20210822","16","  19.4"
"20210822","17","  19.0"
"20210822","18","  19.7"
"20210822","19","  18.8"
"20210822","20","  17.2"
"20210822","21","  17.4"
"20210822","22","  17.3"
"20210822","23","  16.4"
"20210823","00","  16.3"
"20210823","01","  14.3"
"20210823","02","  13.4"
"20210823","03","  12.6"
"20210823","04","  13.7"
"20210823","05","  14.7"
"20210823","06","  15.3"
"20210823","07","  15.7"
"20210823","08","  17.2"
"20210823","09","  18.7"
"20210823","10","  19.5"
"20210823","11","  19.9"
"20210823","12","  19.8"
"20210823","13","  18.6"
"20210823","14","  19.9"
"20210823","15","  18.4"
"20210823","16","  18.7"
"20210823","17","  19.5"
"20210823","18","  18.0"
"20210823","19","  16.7"
"20210823","20","  15.8"
"20210823","21","  15.9"
"20210823","22","  15.0"
"20210823","23","  14.5"
"20210824","00","  15.5"
"20210824","01","  15.8"
"20210824","02","  16.3"
"20210824","03","  15.6"
"20210824","04","  14.7"
"20210824","05","  13.4"
"20210824","06","  14.2"
"20210824","07","  16.3"
"20210824","08","  17.7"
"20210824","09","  18.1"
"20210824","10","  19.5"
"20210824","11","  19.5"
"20210824","12","  20.5"
"20210824","13","  20.2"
"20210824","14","  20.7"
"20210824","15","  21.6"
"20210824","16","  22.0"
"20210824","17","  21.0"
"20210824","18","  19.3"
"20210824","19","  17.9"
"20210824","20","  17.1"
"20210824","21","  16.2"
"20210824","22","  15.9"
"20210824","23","  14.7"
"20210825","00","  14.3"
"20210825","01","  13.0"
"20210825","02","  12.0"
"20210825","03","  12.1"
"20210825","04","  11.7"
"20210825","05","  11.7"
"20210825","06","  11.8"
"20210825","07","  13.7"
"20210825","08","  16.0"
"20210825","09","  18.4"
"20210825","10","  20.1"
"20210825","11","  21.9"
"20210825","12","  21.7"
"20210825","13","  23.0"
"20210825","14","  23.4"
"20210825","15","  23.6"
"20210825","16","  22.3"
"20210825","17","  21.4"
"20210825","18","  19.7"
"20210825","19","  17.6"
"20210825","20","  15.5"
"20210825","21","  14.3"
"20210825","22","  12.9"
"20210825","23","  12.2"
"20210826","00","  12.3"
"20210826","01","  12.4"
"20210826","02","  12.1"
"20210826","03","  10.9"
"20210826","04","  10.6"
"20210826","05","   9.9"
"20210826","06","  10.8"
"20210826","07","  15.5"
"20210826","08","  17.9"
"20210826","09","  19.2"
"20210826","10","  19.9"
"20210826","11","  19.3"
"20210826","12","  18.3"
"20210826","13","  16.5"
"20210826","14","  15.1"
"20210826","15","  18.1"
"20210826","16","  19.0"
"20210826","17","  18.4"
"20210826","18","  17.7"
"20210826","19","  16.9"
"20210826","20","  15.6"
"20210826","21","  14.0"
"20210826","22","  14.0"
"20210826","23","  12.0"
"20210827","00","  11.7"
"20210827","01","  11.6"
"20210827","02","  11.8"
"20210827","03","  11.5"
"20210827","04","  12.0"
"20210827","05","  12.0"
"20210827","06","  13.2"
"20210827","07","  12.8"
"20210827","08","  13.3"
"20210827","09","  13.7"
"20210827","10","  14.1"
"20210827","11","  17.1"
"20210827","12","  17.4"
"20210827","13","  18.4"
"20210827","14","  19.3"
"20210827","15","  19.6"
"20210827","16","  18.9"
"20210827","17","  18.4"
"20210827","18","  16.8"
"20210827","19","  15.7"
"20210827","20","  13.4"
"20210827","21","  12.8"
"20210827","22","  14.6"
"20210827","23","  12.5"
"20210828","00","  13.2"
"20210828","01","  13.4"
"20210828","02","  13.7"
"20210828","03","  13.5"
"20210828","04","  13.6"
"20210828","05","  12.6"
"20210828","06","  13.6"
"20210828","07","  14.2"
"20210828","08","  14.6"
"20210828","09","  14.6"
"20210828","10","  15.6"
"20210828","11","  15.7"
"20210828","12","  15.5"
"20210828","13","  15.9"
"20210828","14","  16.2"
"20210828","15","  16.4"
"20210828","16","  15.2"
"20210828","17","  14.9"
"20210828","18","  15.0"
"20210828","19","  14.7"
"20210828","20","  14.3"
"20210828","21","  13.2"
"20210828","22","  13.5"
"20210828","23","  13.3"
"20210829","00","  13.0"
"20210829","01","  13.5"
"20210829","02","  13.4"
"20210829","03","  12.2"
"20210829","04","  12.9"
"20210829","05","  13.5"
"20210829","06","  13.6"
"20210829","07","  13.4"
"20210829","08","  13.6"
"20210829","09","  13.8"
"20210829","10","  14.5"
"20210829","11","  15.0"
"20210829","12","  15.3"
"20210829","13","  15.8"
"20210829","14","  15.9"
"20210829","15","  16.4"
"20210829","16","  15.8"
"20210829","17","  15.6"
"20210829","18","  15.4"
"20210829","19","  14.7"
"20210829","20","  14.3"
"20210829","21","  14.6"
"20210829","22","  14.1"
"20210829","23","  14.1"
"20210830","00","  14.0"
"20210830","01","  14.0"
"20210830","02","  14.1"
"20210830","03","  14.2"
"20210830","04","  14.0"
"20210830","05","  14.2"
"20210830","06","  14.5"
"20210830","07","  14.9"
"20210830","08","  14.4"
"20210830","09","  14.5"
"20210830","10","  15.1"
"20210830","11","  15.8"
"20210830","12","  16.4"
"20210830","13","  17.5"
"20210830","14","  17.3"
"20210830","15","  16.5"
"20210830","16","  17.6"
"20210830","17","  16.2"
"20210830","18","  15.6"
"20210830","19","  15.5"
"20210830","20","  14.8"
"20210830","21","  14.8"
"20210830","22","  14.8"
"20210830","23","  14.2"
"20210831","00","  14.5"
"20210831","01","  14.4"
"20210831","02","  13.5"
"20210831","03","  13.8"
"20210831","04","  13.3"
"20210831","05","  13.4"
"20210831","06","  13.8"
"20210831","07","  14.1"
"20210831","08","  15.0"
"20210831","09","  15.5"
"20210831","10","  16.6"
"20210831","11","  17.3"
"20210831","12","  18.2"
"20210831","13","  19.0"
"20210831","14","  18.7"
"20210831","15","  19.3"
"20210831","16","  18.6"
"20210831","17","  18.0"
"20210831","18","  17.5"
"20210831","19","  15.5"
"20210831","20","  13.3"
"20210831","21","  12.3"
"20210831","22","  11.5"
"20210831","23","  10.7"
"20210901","00","  10.2"
"20210901","01","  10.3"
"20210901","02","   9.8"
"20210901","03","   8.9"
"20210901","04","   8.7"
"20210901","05","   8.4"
"20210901","06","  10.3"
"20210901","07","  12.4"
"20210901","08","  14.2"
"20210901","09","  16.3"
"20210901","10","  18.8"
"20210901","11","  21.1"
"20210901","12","  23.3"
"20210901","13","  23.2"
"20210901","14","  23.5"
"20210901","15","  23.5"
"20210901","16","  23.1"
"20210901","17","  22.2"
"20210901","18","  20.5"
"20210901","19","  18.8"
"20210901","20","  16.0"
"20210901","21","  17.8"
"20210901","22","  18.4"
"20210901","23","  17.7"
"20210902","00","  17.3"
"20210902","01","  17.4"
"20210902","02","  11.4"
"20210902","03","  10.4"
"20210902","04","   8.9"
"20210902","05","   8.9"
"20210902","06","   9.3"
"20210902","07","  10.5"
"20210902","08","  13.5"
"20210902","09","  16.3"
"20210902","10","  17.3"
"20210902","11","  19.2"
"20210902","12","  22.1"
"20210902","13","  23.7"
"20210902","14","  24.4"
"20210902","15","  24.9"
"20210902","16","  24.2"
"20210902","17","  23.6"
"20210902","18","  20.4"
"20210902","19","  17.9"
"20210902","20","  18.9"
"20210902","21","  20.0"
"20210902","22","  17.9"
"20210902","23","  15.8"
"20210903","00","  14.2"
"20210903","01","  12.1"
"20210903","02","  11.1"
"20210903","03","  11.2"
"20210903","04","  10.5"
"20210903","05","  11.3"
"20210903","06","  12.0"
"20210903","07","  15.4"
"20210903","08","  17.7"
"20210903","09","  19.8"
"20210903","10","  21.0"
"20210903","11","  22.4"
"20210903","12","  24.4"
"20210903","13","  25.1"
"20210903","14","  25.1"
"20210903","15","  25.5"
"20210903","16","  25.5"
"20210903","17","  24.4"
"20210903","18","  21.1"
"20210903","19","  18.7"
"20210903","20","  16.7"
"20210903","21","  15.9"
"20210903","22","  15.2"
"20210903","23","  15.0"
"20210904","00","  15.2"
"20210904","01","  14.5"
"20210904","02","  12.9"
"20210904","03","  12.4"
"20210904","04","  12.2"
"20210904","05","  11.8"
"20210904","06","  12.4"
"20210904","07","  17.3"
"20210904","08","  18.8"
"20210904","09","  20.4"
"20210904","10","  22.0"
"20210904","11","  22.9"
"20210904","12","  24.7"
"20210904","13","  25.3"
"20210904","14","  25.8"
"20210904","15","  26.4"
"20210904","16","  25.7"
"20210904","17","  24.8"
"20210904","18","  21.3"
"20210904","19","  20.4"
"20210904","20","  17.5"
"20210904","21","  16.8"
"20210904","22","  15.6"
"20210904","23","  14.8"
"20210905","00","  14.7"
"20210905","01","  14.1"
"20210905","02","  13.7"
"20210905","03","  13.2"
"20210905","04","  14.0"
"20210905","05","  13.0"
"20210905","06","  13.2"
"20210905","07","  16.8"
"20210905","08","  18.8"
"20210905","09","  20.3"
"20210905","10","  22.0"
"20210905","11","  23.7"
"20210905","12","  25.1"
"20210905","13","  25.9"
"20210905","14","  26.1"
"20210905","15","  26.7"
"20210905","16","  26.2"
"20210905","17","  25.1"
"20210905","18","  22.9"
"20210905","19","  19.9"
"20210905","20","  17.6"
"20210905","21","  16.6"
"20210905","22","  15.5"
"20210905","23","  15.3"
"20210906","00","  15.1"
"20210906","01","  13.8"
"20210906","02","  14.2"
"20210906","03","  13.2"
"20210906","04","  12.3"
"20210906","05","  12.1"
"20210906","06","  13.7"
"20210906","07","  16.9"
"20210906","08","  18.9"
"20210906","09","  20.6"
"20210906","10","  22.1"
"20210906","11","  23.5"
"20210906","12","  25.2"
"20210906","13","  26.0"
"20210906","14","  26.4"
"20210906","15","  26.6"
"20210906","16","  26.5"
"20210906","17","  25.3"
"20210906","18","  21.7"
"20210906","19","  21.4"
"20210906","20","  18.5"
"20210906","21","  17.9"
"20210906","22","  16.3"
"20210906","23","  17.5"
"20210907","00","  17.1"
"20210907","01","  15.4"
"20210907","02","  13.2"
"20210907","03","  12.9"
"20210907","04","  11.9"
"20210907","05","  11.5"
"20210907","06","  12.5"
"20210907","07","  15.8"
"20210907","08","  17.7"
"20210907","09","  19.3"
"20210907","10","  21.3"
"20210907","11","  23.2"
"20210907","12","  23.8"
"20210907","13","  24.7"
"20210907","14","  25.3"
"20210907","15","  25.9"
"20210907","16","  25.3"
"20210907","17","  24.2"
"20210907","18","  20.7"
"20210907","19","  18.4"
"20210907","20","  17.8"
"20210907","21","  19.6"
"20210907","22","  15.4"
"20210907","23","  17.0"
"20210908","00","  16.8"
"20210908","01","  15.8"
"20210908","02","  12.7"
"20210908","03","  11.7"
"20210908","04","  11.3"
"20210908","05","  11.1"
"20210908","06","  12.0"
"20210908","07","  16.5"
"20210908","08","  19.1"
"20210908","09","  20.9"
"20210908","10","  21.9"
"20210908","11","  23.5"
"20210908","12","  24.7"
"20210908","13","  25.5"
"20210908","14","  26.3"
"20210908","15","  27.1"
"20210908","16","  26.7"
"20210908","17","  25.6"
"20210908","18","  23.2"
"20210908","19","  22.5"
"20210908","20","  19.4"
"20210908","21","  18.8"
"20210908","22","  17.8"
"20210908","23","  17.2"
"20210909","00","  16.1"
"20210909","01","  18.0"
"20210909","02","  15.6"
"20210909","03","  18.8"
"20210909","04","  20.2"
"20210909","05","  21.5"
"20210909","06","  23.2"
"20210909","07","  23.5"
"20210909","08","  23.8"
"20210909","09","  23.9"
"20210909","10","  24.8"
"20210909","11","  25.3"
"20210909","12","  25.8"
"20210909","13","  26.3"
"20210909","14","  27.1"
"20210909","15","  26.7"
"20210909","16","  25.3"
"20210909","17","  24.8"
"20210909","18","  22.9"
"20210909","19","  22.3"
"20210909","20","  20.9"
"20210909","21","  20.9"
"20210909","22","  19.4"
"20210909","23","  18.5"
"20210910","00","  18.9"
"20210910","01","  19.3"
"20210910","02","  18.0"
"20210910","03","  17.4"
"20210910","04","  16.9"
"20210910","05","  17.2"
"20210910","06","  17.7"
"20210910","07","  20.2"
"20210910","08","  20.3"
"20210910","09","  21.6"
"20210910","10","  22.5"
"20210910","11","  21.7"
"20210910","12","  21.5"
"20210910","13","  22.8"
"20210910","14","  24.1"
"20210910","15","  23.8"
"20210910","16","  22.9"
"20210910","17","  22.0"
"20210910","18","  21.3"
"20210910","19","  20.2"
"20210910","20","  19.9"
"20210910","21","  19.2"
"20210910","22","  18.8"
"20210910","23","  17.4"
"20210911","00","  17.3"
"20210911","01","  17.8"
"20210911","02","  16.9"
"20210911","03","  16.8"
"20210911","04","  16.4"
"20210911","05","  15.3"
"20210911","06","  16.0"
"20210911","07","  19.3"
"20210911","08","  19.3"
"20210911","09","  22.2"
"20210911","10","  22.3"
"20210911","11","  22.5"
"20210911","12","  23.3"
"20210911","13","  21.4"
"20210911","14","  19.6"
"20210911","15","  20.4"
"20210911","16","  21.4"
"20210911","17","  21.5"
"20210911","18","  18.5"
"20210911","19","  16.9"
"20210911","20","  14.9"
"20210911","21","  14.4"
"20210911","22","  13.6"
"20210911","23","  12.8"
"20210912","00","  12.5"
"20210912","01","  12.0"
"20210912","02","  11.2"
"20210912","03","  11.6"
"20210912","04","  10.7"
"20210912","05","  10.4"
"20210912","06","  11.7"
"20210912","07","  15.0"
"20210912","08","  16.7"
"20210912","09","  18.7"
"20210912","10","  20.7"
"20210912","11","  21.6"
"20210912","12","  22.9"
"20210912","13","  23.9"
"20210912","14","  24.1"
"20210912","15","  24.2"
"20210912","16","  23.7"
"20210912","17","  22.7"
"20210912","18","  19.7"
"20210912","19","  17.5"
"20210912","20","  15.8"
"20210912","21","  14.9"
"20210912","22","  14.7"
"20210912","23","  14.6"
"20210913","00","  14.3"
"20210913","01","  13.9"
"20210913","02","  12.9"
"20210913","03","  12.9"
"20210913","04","  13.0"
"20210913","05","  12.3"
"20210913","06","  12.6"
"20210913","07","  17.5"
"20210913","08","  18.7"
"20210913","09","  20.5"
"20210913","10","  21.5"
"20210913","11","  22.6"
"20210913","12","  24.0"
"20210913","13","  24.9"
"20210913","14","  25.4"
"20210913","15","  25.4"
"20210913","16","  25.0"
"20210913","17","  23.7"
"20210913","18","  20.6"
"20210913","19","  18.6"
"20210913","20","  18.0"
"20210913","21","  17.2"
"20210913","22","  16.0"
"20210913","23","  15.1"
"20210914","00","  14.7"
"20210914","01","  14.2"
"20210914","02","  13.4"
"20210914","03","  13.5"
"20210914","04","  13.7"
"20210914","05","  13.8"
"20210914","06","  14.0"
"20210914","07","  17.4"
"20210914","08","  19.5"
"20210914","09","  21.8"
"20210914","10","  24.1"
"20210914","11","  26.2"
"20210914","12","  26.3"
"20210914","13","  26.5"
"20210914","14","  25.9"
"20210914","15","  25.2"
"20210914","16","  25.5"
"20210914","17","  24.3"
"20210914","18","  23.8"
"20210914","19","  20.4"
"20210914","20","  21.7"
"20210914","21","  19.4"
"20210914","22","  19.1"
"20210914","23","  20.2"
"20210915","00","  19.0"
"20210915","01","  20.2"
"20210915","02","  21.0"
"20210915","03","  20.1"
"20210915","04","  19.4"
"20210915","05","  19.0"
"20210915","06","  19.3"
"20210915","07","  19.4"
"20210915","08","  19.6"
"20210915","09","  20.2"
"20210915","10","  20.7"
"20210915","11","  21.2"
"20210915","12","  22.3"
"20210915","13","  22.2"
"20210915","14","  21.2"
"20210915","15","  19.7"
"20210915","16","  19.8"
"20210915","17","  19.7"
"20210915","18","  19.0"
"20210915","19","  18.5"
"20210915","20","  18.1"
"20210915","21","  17.6"
"20210915","22","  17.7"
"20210915","23","  16.7"
"20210916","00","  15.9"
"20210916","01","  16.4"
"20210916","02","  16.1"
"20210916","03","  16.1"
"20210916","04","  16.3"
"20210916","05","  18.2"
"20210916","06","  18.0"
"20210916","07","  18.5"
"20210916","08","  18.2"
"20210916","09","  17.0"
"20210916","10","  17.9"
"20210916","11","  19.2"
"20210916","12","  19.3"
"20210916","13","  19.4"
"20210916","14","  19.6"
"20210916","15","  19.8"
"20210916","16","  20.2"
"20210916","17","  18.8"
"20210916","18","  18.0"
"20210916","19","  15.5"
"20210916","20","  15.6"
"20210916","21","  15.7"
"20210916","22","  15.3"
"20210916","23","  15.2"
"20210917","00","  13.8"
"20210917","01","  14.7"
"20210917","02","  14.2"
"20210917","03","  14.2"
"20210917","04","  13.9"
"20210917","05","  12.7"
"20210917","06","  12.2"
"20210917","07","  14.1"
"20210917","08","  15.9"
"20210917","09","  17.1"
"20210917","10","  18.4"
"20210917","11","  19.3"
"20210917","12","  20.3"
"20210917","13","  21.3"
"20210917","14","  19.9"
"20210917","15","  21.2"
"20210917","16","  20.5"
"20210917","17","  19.5"
"20210917","18","  16.7"
"20210917","19","  15.0"
"20210917","20","  13.9"
"20210917","21","  16.8"
"20210917","22","  13.7"
"20210917","23","  11.9"
"20210918","00","  12.1"
"20210918","01","  11.1"
"20210918","02","  10.3"
"20210918","03","   9.9"
"20210918","04","   9.4"
"20210918","05","   8.8"
"20210918","06","   9.5"
"20210918","07","  12.5"
"20210918","08","  14.8"
"20210918","09","  16.6"
"20210918","10","  18.3"
"20210918","11","  19.2"
"20210918","12","  20.9"
"20210918","13","  21.8"
"20210918","14","  22.1"
"20210918","15","  22.5"
"20210918","16","  21.5"
"20210918","17","  20.9"
"20210918","18","  18.0"
"20210918","19","  15.9"
"20210918","20","  15.2"
"20210918","21","  15.1"
"20210918","22","  16.2"
"20210918","23","  15.5"
"20210919","00","  14.3"
"20210919","01","  11.8"
"20210919","02","  11.8"
"20210919","03","  10.5"
"20210919","04","  10.2"
"20210919","05","   9.9"
"20210919","06","  10.6"
"20210919","07","  13.7"
"20210919","08","  14.8"
"20210919","09","  14.7"
"20210919","10","  14.9"
"20210919","11","  14.4"
"20210919","12","  14.3"
"20210919","13","  13.9"
"20210919","14","  13.9"
"20210919","15","  13.9"
"20210919","16","  13.6"
"20210919","17","  13.7"
"20210919","18","  13.6"
"20210919","19","  13.7"
"20210919","20","  13.8"
"20210919","21","  14.3"
"20210919","22","  13.8"
"20210919","23","  13.6"
"20210920","00","  13.9"
"20210920","01","  13.7"
"20210920","02","  13.7"
"20210920","03","  13.6"
"20210920","04","  13.1"
"20210920","05","  12.8"
"20210920","06","  12.7"
"20210920","07","  13.5"
"20210920","08","  14.1"
"20210920","09","  14.9"
"20210920","10","  15.6"
"20210920","11","  16.5"
"20210920","12","  17.1"
"20210920","13","  17.7"
"20210920","14","  18.9"
"20210920","15","  15.1"
"20210920","16","  16.1"
"20210920","17","  15.9"
"20210920","18","  14.6"
"20210920","19","  13.7"
"20210920","20","  13.0"
"20210920","21","  12.3"
"20210920","22","  11.8"
"20210920","23","  10.9"
"20210921","00","  10.2"
"20210921","01","  11.7"
"20210921","02","  12.0"
"20210921","03","  11.7"
"20210921","04","  11.8"
"20210921","05","  11.7"
"20210921","06","  11.6"
"20210921","07","  11.9"
"20210921","08","  12.2"
"20210921","09","  12.1"
"20210921","10","  13.2"
"20210921","11","  14.1"
"20210921","12","  16.7"
"20210921","13","  16.9"
"20210921","14","  18.1"
"20210921","15","  17.8"
"20210921","16","  17.1"
"20210921","17","  16.4"
"20210921","18","  14.9"
"20210921","19","  13.9"
"20210921","20","  12.4"
"20210921","21","  11.4"
"20210921","22","   9.9"
"20210921","23","   9.0"
"20210922","00","   9.4"
"20210922","01","   8.7"
"20210922","02","   7.7"
"20210922","03","   8.0"
"20210922","04","   7.7"
"20210922","05","   6.8"
"20210922","06","   7.1"
"20210922","07","   8.6"
"20210922","08","   9.3"
"20210922","09","  10.2"
"20210922","10","  13.5"
"20210922","11","  15.2"
"20210922","12","  17.4"
"20210922","13","  19.6"
"20210922","14","  19.1"
"20210922","15","  19.4"
"20210922","16","  19.1"
"20210922","17","  16.5"
"20210922","18","  13.6"
"20210922","19","  12.3"
"20210922","20","  12.7"
"20210922","21","  10.9"
"20210922","22","  11.2"
"20210922","23","  10.2"
"20210923","00","   8.6"
"20210923","01","   8.4"
"20210923","02","   8.2"
"20210923","03","   7.1"
"20210923","04","   6.5"
"20210923","05","   6.1"
"20210923","06","   6.7"
"20210923","07","  10.3"
"20210923","08","  13.9"
